actual,proposed
0.30000463128089905,0.30000001192092896
0.3015044629573822,0.30000001192092896
0.30300432443618774,0.30000001192092896
0.3045041859149933,0.30000001192092896
0.30600404739379883,0.30000001192092896
0.30750390887260437,0.30000001192092896
0.3090038001537323,0.30000001192092896
0.15238399803638458,0.2982749044895172
0.15276455879211426,0.29709354043006897
0.15529286861419678,0.2959226965904236
0.15776026248931885,0.29476189613342285
0.1601690798997879,0.2936110198497772
0.15519747138023376,0.29240503907203674
0.1531791090965271,0.2912098169326782
0.1467219442129135,0.28999194502830505
0.13588865101337433,0.2887190282344818
0.12945690751075745,0.28742408752441406
0.11864502727985382,0.2860788106918335
0.10351292043924332,0.2846461236476898
0.0841178223490715,0.2831017076969147
0.06923216581344604,0.28147560358047485
0.05006934329867363,0.27974021434783936
0.026684356853365898,0.2778666913509369
0.003488851711153984,0.27585864067077637
0.0,0.2737518846988678
0.0,0.27148377895355225
0.0,0.26902657747268677
0.0,0.2663874626159668
0.0,0.26360318064689636
0.0,0.2606731355190277
0.0,0.25760626792907715
0.0,0.25440478324890137
0.0,0.25110504031181335
0.0,0.24767638742923737
0.0,0.2441214770078659
0.0,0.24050988256931305
0.0,0.23680736124515533
0.0,0.23301777243614197
0.0,0.22917506098747253
0.0,0.22524777054786682
0.0,0.22126984596252441
0.0,0.21727333962917328
0.0,0.2132265418767929
0.0,0.20916345715522766
0.0,0.20511382818222046
0.0,0.2010459452867508
0.0,0.1969887912273407
0.0,0.1929434984922409
0.0,0.1889083981513977
0.0,0.18488197028636932
0.0,0.18089552223682404
0.0,0.17701123654842377
0.0,0.17325712740421295
0.0,0.16966065764427185
0.0,0.16618363559246063
0.0,0.16282157599925995
0.0,0.15956979990005493
0.0,0.15642426908016205
0.0,0.1534130573272705
0.0,0.15049904584884644
0.0,0.14771291613578796
0.0,0.1450778692960739
0.0,0.14255838096141815
0.0,0.14021481573581696
0.0,0.13804090023040771
0.0,0.1360308974981308
0.0,0.22705557942390442
0.0,0.22600384056568146
0.00997406430542469,0.2250983864068985
0.022319070994853973,0.22430235147476196
0.043141577392816544,0.22367683053016663
0.05925390496850014,0.22318308055400848
0.075090691447258,0.22281667590141296
0.09938178211450577,0.22263839840888977
0.11894083023071289,0.22260965406894684
0.1294858455657959,0.222660630941391
0.15294551849365234,0.2228858470916748
0.1629919409751892,0.22318296134471893
0.17725719511508942,0.22358199954032898
0.19132819771766663,0.22407928109169006
0.20085477828979492,0.224639892578125
0.20590564608573914,0.2252281904220581
0.2109055519104004,0.2258453220129013
0.22021591663360596,0.22652143239974976
0.2207016497850418,0.22719013690948486
0.22556547820568085,0.22788500785827637
0.2260282337665558,0.22857137024402618
0.22215233743190765,0.22921888530254364
0.21835651993751526,0.2298273742198944
0.20591920614242554,0.230839803814888
0.1858556866645813,0.2311827391386032
0.17391927540302277,0.2314327508211136
0.1577950268983841,0.23156045377254486
0.13753558695316315,0.23153717815876007
0.11754992604255676,0.23136858642101288
0.09782540798187256,0.2310580164194107
0.07399089634418488,0.2305774986743927
0.04609508067369461,0.22990071773529053
0.018543172627687454,0.2290339469909668
3.7017241993453354e-05,0.22804686427116394
0.0,0.2267177253961563
0.0,0.22515366971492767
0.0,0.22332946956157684
0.0,0.22128646075725555
0.0,0.21915727853775024
0.0,0.21668879687786102
0.0,0.21405282616615295
0.0,0.21121785044670105
0.0,0.2081936001777649
0.0,0.20511342585086823
0.0,0.20172029733657837
0.0,0.19815224409103394
0.0,0.1944466531276703
0.0,0.19060689210891724
0.0,0.18666869401931763
0.0,0.18263445794582367
0.0,0.1785062998533249
0.0,0.17441539466381073
0.0,0.170424222946167
0.0,0.166464164853096
0.0,0.16246895492076874
0.0,0.1585676521062851
0.0,0.15475690364837646
0.0,0.15096814930438995
0.0,0.14723218977451324
0.0,0.14351440966129303
0.0,0.1398780196905136
0.0,0.1363840103149414
0.0,0.13302601873874664
0.0,0.12983444333076477
0.0,0.22233814001083374
0.0,0.22015278041362762
0.0,0.21811199188232422
0.0,0.21621137857437134
0.0,0.21444584429264069
0.0,0.21281218528747559
0.0,0.21133524179458618
0.0,0.21001119911670685
0.0,0.20883522927761078
0.0,0.2078014463186264
0.0,0.20690542459487915
0.0,0.2061101794242859
0.0,0.20537999272346497
0.0,0.20474492013454437
0.0,0.20420138537883759
0.0,0.20374660193920135
0.004526791628450155,0.2033773511648178
0.014730039983987808,0.2030910849571228
0.024763567373156548,0.20288480818271637
0.030275912955403328,0.20272380113601685
0.031334370374679565,0.20257402956485748
0.036721475422382355,0.2024674117565155
0.037659935653209686,0.20237049460411072
0.03857304900884628,0.20228266716003418
0.04817967116832733,0.20226791501045227
0.05328323692083359,0.2022918313741684
0.06266822665929794,0.20238536596298218
0.05884190648794174,0.20244964957237244
0.050709523260593414,0.2024529129266739
0.03832881897687912,0.2023649364709854
0.030473140999674797,0.20222139358520508
0.027074240148067474,0.2020556479692459
0.019349420443177223,0.2018362581729889
0.01607506535947323,0.2015971839427948
0.012827565893530846,0.20133885741233826
0.013964492827653885,0.20109428465366364
0.006347143556922674,0.20079809427261353
0.0031744157895445824,0.20048440992832184
2.2924399672774598e-05,0.2001533955335617
0.0,0.19980570673942566
0.0,0.19940975308418274
0.0,0.198998361825943
0.0,0.198540598154068
0.0,0.19806961715221405
0.24316257238388062,0.1975858062505722
0.24158048629760742,0.2988664209842682
0.240006223320961,0.299032062292099
0.238438680768013,0.2991845905780792
0.2412363886833191,0.2993580102920532
0.23962022364139557,0.29951900243759155
0.23801171779632568,0.29966750741004944
0.23641033470630646,0.29980456829071045
0.23481501638889313,0.2999292314052582
0.2332252711057663,0.30000001192092896
0.23164063692092896,0.2993771731853485
0.22570110857486725,0.29943567514419556
0.21546685695648193,0.29942068457603455
0.2053537666797638,0.2993326187133789
0.19535592198371887,0.29917484521865845
0.18110856413841248,0.29891687631607056
0.16702581942081451,0.2985615134239197
0.15309925377368927,0.2981121242046356
0.13932135701179504,0.297571063041687
0.12132584303617477,0.29690948128700256
0.10352461785078049,0.2961297631263733
0.08154941350221634,0.2952028810977936
0.06416923552751541,0.29416802525520325
0.03823497146368027,0.2929595410823822
0.012577012181282043,0.29158589243888855
0.0,0.29001906514167786
0.0,0.28829702734947205
0.0,0.28639110922813416
0.0,0.28430792689323425
0.0,0.28201961517333984
0.0,0.2795318067073822
0.0,0.2768835425376892
0.0,0.2741108536720276
0.0,0.27115270495414734
0.0,0.2680138945579529
0.0,0.2647320032119751
0.0,0.26137539744377136
0.0,0.25794655084609985
0.0,0.25441256165504456
0.0,0.2507777512073517
0.0,0.24704360961914062
0.0,0.24321316182613373
0.0,0.23935270309448242
0.0,0.23543007671833038
0.0,0.23147886991500854
0.0,0.22746682167053223
0.0,0.30000001192092896
0.0,0.30000001192092896
0.0,0.30000001192092896
0.0,0.30000001192092896
0.0,0.30000001192092896
0.0,0.30000001192092896
0.0,0.30000001192092896
0.0,0.30000001192092896
0.0,0.29674506187438965
0.0,0.29416024684906006
0.0,0.2916783392429352
0.0,0.2893258333206177
0.0,0.28713151812553406
0.0,0.2850574553012848
0.0,0.2830658257007599
0.0,0.28112199902534485
0.0,0.2792568504810333
0.0,0.27746570110321045
0.0,0.27571457624435425
0.0,0.27403393387794495
0.0,0.2723884582519531
0.0,0.270744651556015
0.0,0.26910164952278137
0.0,0.2674601376056671
0.0,0.26588156819343567
0.0,0.26433390378952026
0.0,0.262814462184906
0.0,0.2612901031970978
0.0,0.25972869992256165
0.09990354627370834,0.25816190242767334
0.0964675024151802,0.30000001192092896
0.10171008110046387,0.30000001192092896
0.10679329186677933,0.30000001192092896
0.1073642298579216,0.30000001192092896
0.11220724880695343,0.30000001192092896
0.11254680156707764,0.30000001192092896
0.1171669065952301,0.30000001192092896
0.1172918826341629,0.30000001192092896
0.11734601855278015,0.30000001192092896
0.12169082462787628,0.30000001192092896
0.11719101667404175,0.30000001192092896
0.11269049346446991,0.30000001192092896
0.10382921248674393,0.30000001192092896
0.0993848368525505,0.30000001192092896
0.09493425488471985,0.30000001192092896
0.0861181765794754,0.30000001192092896
0.07735525071620941,0.30000001192092896
0.06864213943481445,0.30000001192092896
0.05561661347746849,0.30000001192092896
0.04269520938396454,0.30000001192092896
0.029871657490730286,0.30000001192092896
0.021500252187252045,0.30000001192092896
0.013155543245375156,0.30000001192092896
0.004835963249206543,0.30000001192092896
0.18126925826072693,0.30000001192092896
0.17852817475795746,0.30000001192092896
0.17804427444934845,0.30000001192092896
0.17546765506267548,0.30000001192092896
0.17300528287887573,0.30000001192092896
0.15865902602672577,0.30000001192092896
0.14754478633403778,0.30000001192092896
0.13648511469364166,0.30000001192092896
0.12547548115253448,0.30000001192092896
0.11015394330024719,0.30000001192092896
0.09057701379060745,0.30000001192092896
0.07987604290246964,0.30000001192092896
0.0648445338010788,0.30000001192092896
0.04553968459367752,0.30000001192092896
0.030735261738300323,0.30000001192092896
0.016003474593162537,0.30000001192092896
0.00569842429831624,0.30000001192092896
0.0,0.30000001192092896
0.0,0.30000001192092896
0.0,0.30000001192092896
0.0,0.30000001192092896
0.0,0.30000001192092896
0.0,0.30000001192092896
0.0,0.30000001192092896
0.0,0.30000001192092896
0.0,0.30000001192092896
0.0,0.30000001192092896
0.0,0.30000001192092896
0.0,0.30000001192092896
0.0,0.30000001192092896
0.0,0.30000001192092896
0.0,0.30000001192092896
0.0,0.30000001192092896
0.0,0.30000001192092896
0.0,0.30000001192092896
0.0,0.29730790853500366
0.0,0.2946350574493408
0.0,0.292001336812973
0.0,0.28937068581581116
0.0,0.28677594661712646
0.0,0.2842472493648529
0.0,0.2818141579627991
0.0,0.27944082021713257
0.0,0.2770274579524994
0.0,0.27463987469673157
0.0,0.27240535616874695
0.0,0.2702864110469818
0.0,0.26818183064460754
0.0,0.26609039306640625
0.0,0.26397937536239624
0.0,0.2619454562664032
0.0,0.25995349884033203
0.0,0.2579694390296936
0.0,0.2560567259788513
0.0,0.2542130649089813
0.0,0.25240328907966614
0.0,0.25062593817710876
0.0,0.24887970089912415
0.0,0.2471628189086914
0.0,0.24540966749191284
0.0,0.2436855286359787
0.0,0.24202124774456024
0.0,0.240350142121315
0.0,0.2387041300535202
0.0,0.235578715801239
0.0,0.23406274616718292
0.0,0.23256568610668182
0.0,0.2311185896396637
0.0,0.22968749701976776
0.0,0.22833597660064697
0.0,0.2270289808511734
0.0,0.22573256492614746
0.0,0.22447824478149414
0.0,0.22319994866847992
0.0,0.22193042933940887
0.0,0.22063688933849335
0.0,0.21931983530521393
0.0,0.2180119752883911
0.0,0.21671268343925476
0.0,0.21551838517189026
0.0,0.21436072885990143
0.0,0.2132061868906021
0.0,0.21211890876293182
0.0,0.21106435358524323
0.0,0.2100410759449005
0.0,0.2090802639722824
0.0,0.20814742147922516
0.0,0.20720919966697693
0.0,0.2062978893518448
0.0,0.20541240274906158
0.0,0.20455187559127808
0.0,0.20365071296691895
0.0,0.20283889770507812
0.0,0.2021135538816452
0.0,0.2013758271932602
0.0,0.20065705478191376
0.0,0.19995689392089844
0.0,0.19927479326725006
0.0,0.19864217936992645
0.0,0.1980573832988739
0.0,0.19751882553100586
0.0,0.19699260592460632
0.0,0.19651058316230774
0.0,0.19603897631168365
0.0,0.19560958445072174
0.0,0.1952211707830429
0.0,0.1948399543762207
0.0,0.19446568191051483
0.0,0.19406592845916748
0.0,0.19367362558841705
0.0,0.1932881772518158
0.0,0.19290997087955475
0.0,0.19253848493099213
0.0,0.1921730786561966
0.0,0.19181425869464874
0.0,0.1914607435464859
0.0,0.19111327826976776
0.0,0.1907711625099182
0.0,0.19043415784835815
0.0,0.19013476371765137
0.0,0.18983907997608185
0.0,0.189524844288826
0.0,0.18929137289524078
0.0,0.1890375167131424
0.0,0.18875381350517273
0.0,0.18850554525852203
0.0,0.1882915198802948
0.0,0.18811072409152985
0.0,0.1879945993423462
0.0,0.18794064223766327
0.0,0.1879148930311203
0.0,0.18788422644138336
0.0,0.18788078427314758
0.0,0.18787187337875366
0.0,0.18788985908031464
0.0,0.1879337728023529
0.0,0.18797071278095245
0.0,0.18793617188930511
0.0,0.1879618614912033
0.0,0.18801352381706238
0.0,0.18809039890766144
0.0,0.18812696635723114
0.0,0.18822160363197327
0.0,0.188307985663414
0.0,0.18838617205619812
0.0,0.18848899006843567
0.0,0.18861563503742218
0.0,0.1887008249759674
0.0,0.18877828121185303
0.0,0.1888483464717865
0.0,0.18897566199302673
0.0,0.18909405171871185
0.0,0.18926824629306793
0.0,0.18946436047554016
0.0,0.18968217074871063
0.0,0.1899203360080719
0.0,0.1901465356349945
0.0,0.19036071002483368
0.0,0.19059599936008453
0.0,0.19085149466991425
0.0,0.19109536707401276
0.0,0.19135917723178864
0.0,0.19167490303516388
0.0,0.19200904667377472
0.0,0.19232836365699768
0.0,0.19256961345672607
0.0,0.19276660680770874
0.0,0.19298633933067322
0.0,0.1931951940059662
0.0,0.19339381158351898
0.0,0.19358320534229279
0.0,0.19373063743114471
0.0,0.19386999309062958
0.0,0.1940338909626007
0.0,0.19422166049480438
0.0,0.19440031051635742
0.0,0.19463449716567993
0.0,0.19492273032665253
0.0,0.19519886374473572
0.0,0.195431187748909
0.0,0.19562095403671265
0.0,0.19580204784870148
0.0,0.1959422379732132
0.0,0.19601088762283325
0.0,0.19607464969158173
0.0,0.19616618752479553
0.0,0.19625233113765717
0.0,0.19636541604995728
0.0,0.19650469720363617
0.0,0.19663719832897186
0.0,0.19673079252243042
0.0,0.1969481259584427
0.034712374210357666,0.1972530037164688
0.042439479380846024,0.19764280319213867
0.04572610557079315,0.1980825662612915
0.040277235209941864,0.19853852689266205
0.030574148520827293,0.19894565641880035
0.029749134555459023,0.1992735117673874
0.04203343018889427,0.19958922266960144
0.04980923980474472,0.19999001920223236
0.053143613040447235,0.20044098794460297
0.05210097134113312,0.20090839266777039
0.05546088144183159,0.20135948061943054
0.05880187451839447,0.20182716846466064
0.06212584301829338,0.20231106877326965
0.0523567870259285,0.2028108388185501
0.05147133022546768,0.2032291740179062
0.05498243495821953,0.20363329350948334
0.04975228011608124,0.20405608415603638
0.044619932770729065,0.20443250238895416
0.04394059255719185,0.20476411283016205
0.03893176466226578,0.2050846517086029
0.03401174023747444,0.20536231994628906
0.024817639961838722,0.20559853315353394
0.015765562653541565,0.20576240122318268
0.011207487434148788,0.2058563083410263
0.006718310993164778,0.20591476559638977
0.0,0.205938920378685
0.0,0.20589761435985565
0.0,0.20579293370246887
0.0,0.2056591659784317
0.0,0.20546485483646393
0.0,0.20517992973327637
0.0,0.20483918488025665
0.0,0.20447669923305511
0.0,0.20409314334392548
0.0,0.2036890834569931
0.0,0.20326507091522217
0.0,0.20278942584991455
0.0,0.20223140716552734
0.0,0.20159360766410828
0.0,0.20087841153144836
0.0,0.20008814334869385
0.0,0.19928959012031555
0.0,0.19848287105560303
0.0,0.19763582944869995
0.0,0.1968141347169876
0.0,0.19595219194889069
0.0,0.19508342444896698
0.0,0.19417566061019897
0.0,0.19322985410690308
0.0,0.192247211933136
